Model,Threads,Transitions,array_size,ns_per_trans
Unsynchronized,2,1000,2500,6629.09
Unsynchronized,2,1000,2500,6058.36
Unsynchronized,2,1000,2500,6522.89
Unsynchronized,2,1000,2500,5960.18
Unsynchronized,2,1000,2500,6822.71
Unsynchronized,2,1000,2500,5397.39
Unsynchronized,2,1000,2500,5555.87
Unsynchronized,2,1000,2500,6119.82
Unsynchronized,2,1000,2500,5650.48
Unsynchronized,2,1000,2500,5939.19
Unsynchronized,2,100000,2500,647.256,mismatch
Unsynchronized,2,100000,2500,414.558,mismatch
Unsynchronized,2,100000,2500,567.760,mismatch
Unsynchronized,2,100000,2500,660.311,mismatch
Unsynchronized,2,100000,2500,666.203,mismatch
Unsynchronized,2,100000,2500,657.799
Unsynchronized,2,100000,2500,703.837,mismatch
Unsynchronized,2,100000,2500,401.135,mismatch
Unsynchronized,2,100000,2500,578.232,mismatch
Unsynchronized,2,100000,2500,433.814,mismatch
Unsynchronized,2,10000000,2500,51.3857,mismatch
Unsynchronized,2,10000000,2500,64.1707,mismatch
Unsynchronized,2,10000000,2500,78.2428,mismatch
Unsynchronized,2,10000000,2500,132.940,mismatch
Unsynchronized,2,10000000,2500,69.0554
Unsynchronized,2,10000000,2500,52.3186,mismatch
Unsynchronized,2,10000000,2500,49.3072,mismatch
Unsynchronized,2,10000000,2500,87.6829,mismatch
Unsynchronized,2,10000000,2500,51.9229,mismatch
Unsynchronized,2,10000000,2500,50.4315,mismatch
Unsynchronized,4,1000,2500,14492.1
Unsynchronized,4,1000,2500,13090.5,mismatch
Unsynchronized,4,1000,2500,11036.3
Unsynchronized,4,1000,2500,12434.7
Unsynchronized,4,1000,2500,13629.4
Unsynchronized,4,1000,2500,13413.8
Unsynchronized,4,1000,2500,13845.3
Unsynchronized,4,1000,2500,12136.5
Unsynchronized,4,1000,2500,14194.3
Unsynchronized,4,1000,2500,11754.3,mismatch
Unsynchronized,4,100000,2500,894.731,mismatch
Unsynchronized,4,100000,2500,822.497,mismatch
Unsynchronized,4,100000,2500,941.827,mismatch
Unsynchronized,4,100000,2500,824.769,mismatch
