Model,Threads,Transitions,array_size,ns_per_trans
Unsynchronized,2,1000,2500,6263.87
Unsynchronized,2,1000,2500,6046.44
Unsynchronized,2,1000,2500,5133.79
Unsynchronized,2,1000,2500,5335.31
Unsynchronized,2,1000,2500,6381.25
Unsynchronized,2,1000,2500,5545.02
Unsynchronized,2,1000,2500,6249.56,mismatch
Unsynchronized,2,1000,2500,5660.83
Unsynchronized,2,1000,2500,5439.28
Unsynchronized,2,1000,2500,6635.65
Unsynchronized,2,100000,2500,627.673,mismatch
Unsynchronized,2,100000,2500,694.320,mismatch
Unsynchronized,2,100000,2500,725.226
Unsynchronized,2,100000,2500,447.733,mismatch
Unsynchronized,2,100000,2500,638.420,mismatch
Unsynchronized,2,100000,2500,706.724
Unsynchronized,2,100000,2500,432.615,mismatch
Unsynchronized,2,100000,2500,665.175,mismatch
Unsynchronized,2,100000,2500,396.200,mismatch
Unsynchronized,2,100000,2500,448.835,mismatch
Unsynchronized,2,10000000,2500,49.3694,mismatch
Unsynchronized,2,10000000,2500,70.8649,mismatch
Unsynchronized,2,10000000,2500,80.4059,mismatch
Unsynchronized,2,10000000,2500,80.0724,mismatch
Unsynchronized,2,10000000,2500,63.8249,mismatch
Unsynchronized,2,10000000,2500,73.4259,mismatch
Unsynchronized,2,10000000,2500,70.8901,mismatch
Unsynchronized,2,10000000,2500,65.8439,mismatch
Unsynchronized,2,10000000,2500,68.8741,mismatch
Unsynchronized,2,10000000,2500,83.9319,mismatch
Unsynchronized,4,1000,2500,14146.1
Unsynchronized,4,1000,2500,14073.2
Unsynchronized,4,1000,2500,11983.6
Unsynchronized,4,1000,2500,13166.6
Unsynchronized,4,1000,2500,14093.6
Unsynchronized,4,1000,2500,13170.8
Unsynchronized,4,1000,2500,13875.7
Unsynchronized,4,1000,2500,11298.0
Unsynchronized,4,1000,2500,15123.3
Unsynchronized,4,1000,2500,14343.9,mismatch
Unsynchronized,4,100000,2500,892.816,mismatch
Unsynchronized,4,100000,2500,849.256,mismatch
Unsynchronized,4,100000,2500,815.915,mismatch
Unsynchronized,4,100000,2500,943.291,mismatch
Unsynchronized,4,100000,2500,920.500,mismatch
Unsynchronized,4,100000,2500,895.031,mismatch
Unsynchronized,4,100000,2500,855.126,mismatch
Unsynchronized,4,100000,2500,841.325,mismatch
Unsynchronized,4,100000,2500,833.131,mismatch
Unsynchronized,4,100000,2500,984.656,mismatch
Unsynchronized,4,10000000,2500,202.340,mismatch
Unsynchronized,4,10000000,2500,197.904,mismatch
Unsynchronized,4,10000000,2500,187.897,mismatch
Unsynchronized,4,10000000,2500,186.608,mismatch
Unsynchronized,4,10000000,2500,196.665,mismatch
Unsynchronized,4,10000000,2500,176.172,mismatch
Unsynchronized,4,10000000,2500,187.317,mismatch
Unsynchronized,4,10000000,2500,197.980,mismatch
Unsynchronized,4,10000000,2500,192.078,mismatch
Unsynchronized,4,10000000,2500,193.679,mismatch
Unsynchronized,8,1000,2500,24526.3
Unsynchronized,8,1000,2500,26504.6
Unsynchronized,8,1000,2500,26621.2
Unsynchronized,8,1000,2500,24118.8
Unsynchronized,8,1000,2500,27497.4
Unsynchronized,8,1000,2500,29886.4
Unsynchronized,8,1000,2500,24631.6
Unsynchronized,8,1000,2500,27626.5
Unsynchronized,8,1000,2500,27896.3
Unsynchronized,8,1000,2500,28649.7
Unsynchronized,8,100000,2500,1589.50,mismatch
Unsynchronized,8,100000,2500,1493.00,mismatch
Unsynchronized,8,100000,2500,1566.55,mismatch
Unsynchronized,8,100000,2500,1579.94,mismatch
Unsynchronized,8,100000,2500,1576.66,mismatch
Unsynchronized,8,100000,2500,1479.00,mismatch
Unsynchronized,8,100000,2500,1534.52,mismatch
Unsynchronized,8,100000,2500,1436.29,mismatch
Unsynchronized,8,100000,2500,1463.74,mismatch
Unsynchronized,8,100000,2500,1519.18,mismatch
Unsynchronized,8,10000000,2500,365.931,mismatch
Unsynchronized,8,10000000,2500,365.717,mismatch
Unsynchronized,8,10000000,2500,343.590,mismatch
Unsynchronized,8,10000000,2500,367.260,mismatch
Unsynchronized,8,10000000,2500,374.878,mismatch
Unsynchronized,8,10000000,2500,371.313,mismatch
Unsynchronized,8,10000000,2500,348.727,mismatch
Unsynchronized,8,10000000,2500,345.631,mismatch
Unsynchronized,8,10000000,2500,370.308,mismatch
Unsynchronized,8,10000000,2500,359.142,mismatch
Unsynchronized,12,1000,2500,43491.1
Unsynchronized,12,1000,2500,42300.4
Unsynchronized,12,1000,2500,46957.5
Unsynchronized,12,1000,2500,44034.5
Unsynchronized,12,1000,2500,45441.3
Unsynchronized,12,1000,2500,39755.9
Unsynchronized,12,1000,2500,46419.1,mismatch
Unsynchronized,12,1000,2500,49075.9
Unsynchronized,12,1000,2500,42914.1
Unsynchronized,12,1000,2500,43346.6
Unsynchronized,12,100000,2500,2386.27,mismatch
Unsynchronized,12,100000,2500,2285.54,mismatch
Unsynchronized,12,100000,2500,2601.39,mismatch
Unsynchronized,12,100000,2500,2491.56,mismatch
Unsynchronized,12,100000,2500,2245.89,mismatch
Unsynchronized,12,100000,2500,2468.50,mismatch
Unsynchronized,12,100000,2500,2370.42,mismatch
Unsynchronized,12,100000,2500,2181.18,mismatch
Unsynchronized,12,100000,2500,2271.59,mismatch
Unsynchronized,12,100000,2500,2325.28,mismatch
Unsynchronized,12,10000000,2500,587.608,mismatch
Unsynchronized,12,10000000,2500,650.214,mismatch
Unsynchronized,12,10000000,2500,638.109,mismatch
Unsynchronized,12,10000000,2500,692.827,mismatch
Unsynchronized,12,10000000,2500,616.815,mismatch
Unsynchronized,12,10000000,2500,582.258,mismatch
Unsynchronized,12,10000000,2500,705.714,mismatch
Unsynchronized,12,10000000,2500,569.274,mismatch
Unsynchronized,12,10000000,2500,690.929,mismatch
Unsynchronized,12,10000000,2500,578.611,mismatch
Unsynchronized,16,1000,2500,to[][][,]-_,mismatch
Unsynchronized,16,1000,2500,to[][][,]-_,mismatch
Unsynchronized,16,1000,2500,to[][][,]-_,mismatch
Unsynchronized,16,1000,2500,58024.7
Unsynchronized,16,1000,2500,65369.0
Unsynchronized,16,1000,2500,to[][][,]-_,mismatch
Unsynchronized,16,1000,2500,to[][][,]-_,mismatch
Unsynchronized,16,1000,2500,61453.7
Unsynchronized,16,1000,2500,to[][][,]-_,mismatch
Unsynchronized,16,1000,2500,66346.8
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,100000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
Unsynchronized,16,10000000,2500,to[][][,]-_,mismatch
